ingredient,canonical_name,groq_confidence,fda_search_term,brand_names,generic_names,manufacturers,dosage_forms,warnings_count,interactions_count,adverse_count,indications_count,first_warning,first_interaction,first_adverse,first_indication
as ferrous biglycinate,ferrous bisglycinate,0.95,ferrous bisglycinate,Aflora | Folixia | Nutralyn,MULTIVITAMIN,"Oncora Pharma, LLC",,3,0,3,1,WARNING Accidental overdose of iron-containing products is a leading cause of fatal poising in children under 6,,Allergic sensitization has been reported following both oral and parenteral administration of folic acid,"Nutralyn is a prescription multivitamin/multi-mineral dietary supplement formulated for the clinical dietary management of a subuoptimal nutritional status in patients where advanced folate, vitamin B supplementa­tion, and maintenance of good health is needed"
asciminib,asciminib,1.0,asciminib,SCEMBLIX,ASCIMINIB,Novartis Pharmaceuticals Corporation,,0,10,5,5,,7 DRUG INTERACTIONS Strong CYP3A4 Inhibitors: Closely monitor for adverse reactions during concomitant use of SCEMBLIX at 200 mg twice daily,6 ADVERSE REACTIONS The following clinically significant adverse reactions can occur with SCEMBLIX and are discussed in greater detail in other sections of the labeling: Myelosuppression [see Warnings and Precautions (5.1)] Pancreatic Toxicity [see Warnings and Precautions (5.2)] Hypertension [see W,1 INDICATIONS AND USAGE SCEMBLIX is indicated for the treatment of adult patients with: Newly diagnosed Philadelphia chromosome-positive chronic myeloid leukemia (Ph+ CML) in chronic phase (CP)
ascorbi,ascorbic acid,0.95,ascorbic acid,Allergies | Tri-Vite Drops with Fluoride,"APIS MELLIFICA, ECHINACEA, HYDRASTIS CANADENSIS, TARAXACUM OFFICINALE, ACONITUM NAPELLUS, AETHUSA CYNAPIUM, AGARICUS MUSCARIUS, ALETRIS FARINOSA, ALFALFA, ALLIUM CEPA, ALLIUM SATIVUM, AMBROSIA ARTEMISIAEFOLIA, ARSENICUM ALBUM, ARTEMISIA VULGARIS, ARUNDO MAURITANICA, AVENA SATIVA, BELLADONNA, BELLIS PERRENIS, BOVISTA, BROMIUM, BRYONIA, CAFFEINUM, CALCAREA CARBONICA, CALLUNA VULGARIS, FLOS, CAPSICUM ANNUUM, CAT HAIR, CHAMOMILLA, CHELIDONIUM MAJUS, CHENOPODIUM ANTHELMINTICUM, CINNAMOMUM | ASCORBIC ACID, SODIUM FLUORIDE, VITAMIN A AND VITAMIN D","Method Pharmaceuticals, LLC | Newton Laboratories, Inc.",,1,0,1,5,"WARNINGS As in the case of all medications, keep out of reach of children",,ADVERSE REACTIONS Allergic rash and other idiosyncrasies have been rarely reported,"INDICATIONS AND USAGE Supplementation of the diet with vitamins A, C and D"
ascorbic,ascorbic acid,0.95,ascorbic acid,Allergies | Tri-Vite Drops with Fluoride,"APIS MELLIFICA, ECHINACEA, HYDRASTIS CANADENSIS, TARAXACUM OFFICINALE, ACONITUM NAPELLUS, AETHUSA CYNAPIUM, AGARICUS MUSCARIUS, ALETRIS FARINOSA, ALFALFA, ALLIUM CEPA, ALLIUM SATIVUM, AMBROSIA ARTEMISIAEFOLIA, ARSENICUM ALBUM, ARTEMISIA VULGARIS, ARUNDO MAURITANICA, AVENA SATIVA, BELLADONNA, BELLIS PERRENIS, BOVISTA, BROMIUM, BRYONIA, CAFFEINUM, CALCAREA CARBONICA, CALLUNA VULGARIS, FLOS, CAPSICUM ANNUUM, CAT HAIR, CHAMOMILLA, CHELIDONIUM MAJUS, CHENOPODIUM ANTHELMINTICUM, CINNAMOMUM | ASCORBIC ACID, SODIUM FLUORIDE, VITAMIN A AND VITAMIN D","Method Pharmaceuticals, LLC | Newton Laboratories, Inc.",,1,0,1,5,"WARNINGS As in the case of all medications, keep out of reach of children",,ADVERSE REACTIONS Allergic rash and other idiosyncrasies have been rarely reported,"INDICATIONS AND USAGE Supplementation of the diet with vitamins A, C and D"
ascorbic acid,ascorbic acid,0.99,ascorbic acid,Allergies | Tri-Vite Drops with Fluoride,"APIS MELLIFICA, ECHINACEA, HYDRASTIS CANADENSIS, TARAXACUM OFFICINALE, ACONITUM NAPELLUS, AETHUSA CYNAPIUM, AGARICUS MUSCARIUS, ALETRIS FARINOSA, ALFALFA, ALLIUM CEPA, ALLIUM SATIVUM, AMBROSIA ARTEMISIAEFOLIA, ARSENICUM ALBUM, ARTEMISIA VULGARIS, ARUNDO MAURITANICA, AVENA SATIVA, BELLADONNA, BELLIS PERRENIS, BOVISTA, BROMIUM, BRYONIA, CAFFEINUM, CALCAREA CARBONICA, CALLUNA VULGARIS, FLOS, CAPSICUM ANNUUM, CAT HAIR, CHAMOMILLA, CHELIDONIUM MAJUS, CHENOPODIUM ANTHELMINTICUM, CINNAMOMUM | ASCORBIC ACID, SODIUM FLUORIDE, VITAMIN A AND VITAMIN D","Method Pharmaceuticals, LLC | Newton Laboratories, Inc.",,1,0,1,5,"WARNINGS As in the case of all medications, keep out of reach of children",,ADVERSE REACTIONS Allergic rash and other idiosyncrasies have been rarely reported,"INDICATIONS AND USAGE Supplementation of the diet with vitamins A, C and D"
ascorbyl palmitat,ascorbyl palmitate,0.95,ascorbyl palmitate,AnubisMed | Free Radical | Immune Support,"ALFALFA, ASCORBYL PALMITATE, CYSTEINUM, DIMETHYL GLYCINE, FUCUS VESICULOSUS, HORDEUM VULGARE, L-METHIONINE, MANGANESE GLUCONATE, NASTURTIUM AQUATICUM, QUERCETIN, RAPHANUS SATIVUS, SODIUM SELENITE, TRITICUM AESTIVUM, UBIDECARENONUM, ALPHA-LIPOICUM ACIDUM, GABA (GAMMA AMINOBUTYRIC ACID), ORYZA SATIVA, VITAMIN E, ZINC PICOLINATE, COBALTUM METALLICUM, FERRUM METALLICUM, GLUTATHIONE, MAGNESIUM FLUORATUM, SELENIUM METALLICUM, ZINCUM METALLICUM, ALPHA-KETOGLUTARICUM ACIDUM | ARSENICUM ALBUM, RUMEX, SQUILLA MARITIMA, BRYONIA ALBA, KALI CARBONICUM, GLUTATHIONE, VITAMIN C, VITAMIN C, ZINC PICOLINATE, VITAMIN B, VITAMIN E, BETA GLUCAN, CURCUMIN, GRAPEFRUIT SEED, OREGANO LEAF, GARLIC BULB, OLIVE LEAF, APPLE CIDER VINEGAR, ASTRAGALUS ROOT, MAITAKE MUSHROOM, CATS CLAW BARK | SPF 50 BROAD SPECTRUM PROTECTION FLUID EMULSION","ANUBIS COSMETICS SL | Deseret Biologicals, Inc. | ProBLEN",,5,0,0,5,"WARNINGS: If pregnant or breast-feeding, ask a health professional before use",,,For the temporary relief of symptoms including:
ascorbyl palmitate,ascorbyl palmitate,0.99,ascorbyl palmitate,AnubisMed | Free Radical | Immune Support,"ALFALFA, ASCORBYL PALMITATE, CYSTEINUM, DIMETHYL GLYCINE, FUCUS VESICULOSUS, HORDEUM VULGARE, L-METHIONINE, MANGANESE GLUCONATE, NASTURTIUM AQUATICUM, QUERCETIN, RAPHANUS SATIVUS, SODIUM SELENITE, TRITICUM AESTIVUM, UBIDECARENONUM, ALPHA-LIPOICUM ACIDUM, GABA (GAMMA AMINOBUTYRIC ACID), ORYZA SATIVA, VITAMIN E, ZINC PICOLINATE, COBALTUM METALLICUM, FERRUM METALLICUM, GLUTATHIONE, MAGNESIUM FLUORATUM, SELENIUM METALLICUM, ZINCUM METALLICUM, ALPHA-KETOGLUTARICUM ACIDUM | ARSENICUM ALBUM, RUMEX, SQUILLA MARITIMA, BRYONIA ALBA, KALI CARBONICUM, GLUTATHIONE, VITAMIN C, VITAMIN C, ZINC PICOLINATE, VITAMIN B, VITAMIN E, BETA GLUCAN, CURCUMIN, GRAPEFRUIT SEED, OREGANO LEAF, GARLIC BULB, OLIVE LEAF, APPLE CIDER VINEGAR, ASTRAGALUS ROOT, MAITAKE MUSHROOM, CATS CLAW BARK | SPF 50 BROAD SPECTRUM PROTECTION FLUID EMULSION","ANUBIS COSMETICS SL | Deseret Biologicals, Inc. | ProBLEN",,5,0,0,5,"WARNINGS: If pregnant or breast-feeding, ask a health professional before use",,,For the temporary relief of symptoms including:
ascorpic acid,ascorbic acid,0.99,ascorbic acid,Allergies | Tri-Vite Drops with Fluoride,"APIS MELLIFICA, ECHINACEA, HYDRASTIS CANADENSIS, TARAXACUM OFFICINALE, ACONITUM NAPELLUS, AETHUSA CYNAPIUM, AGARICUS MUSCARIUS, ALETRIS FARINOSA, ALFALFA, ALLIUM CEPA, ALLIUM SATIVUM, AMBROSIA ARTEMISIAEFOLIA, ARSENICUM ALBUM, ARTEMISIA VULGARIS, ARUNDO MAURITANICA, AVENA SATIVA, BELLADONNA, BELLIS PERRENIS, BOVISTA, BROMIUM, BRYONIA, CAFFEINUM, CALCAREA CARBONICA, CALLUNA VULGARIS, FLOS, CAPSICUM ANNUUM, CAT HAIR, CHAMOMILLA, CHELIDONIUM MAJUS, CHENOPODIUM ANTHELMINTICUM, CINNAMOMUM | ASCORBIC ACID, SODIUM FLUORIDE, VITAMIN A AND VITAMIN D","Method Pharmaceuticals, LLC | Newton Laboratories, Inc.",,1,0,1,5,"WARNINGS As in the case of all medications, keep out of reach of children",,ADVERSE REACTIONS Allergic rash and other idiosyncrasies have been rarely reported,"INDICATIONS AND USAGE Supplementation of the diet with vitamins A, C and D"
ascrbic acid,ascorbic acid,0.99,ascorbic acid,Allergies | Tri-Vite Drops with Fluoride,"APIS MELLIFICA, ECHINACEA, HYDRASTIS CANADENSIS, TARAXACUM OFFICINALE, ACONITUM NAPELLUS, AETHUSA CYNAPIUM, AGARICUS MUSCARIUS, ALETRIS FARINOSA, ALFALFA, ALLIUM CEPA, ALLIUM SATIVUM, AMBROSIA ARTEMISIAEFOLIA, ARSENICUM ALBUM, ARTEMISIA VULGARIS, ARUNDO MAURITANICA, AVENA SATIVA, BELLADONNA, BELLIS PERRENIS, BOVISTA, BROMIUM, BRYONIA, CAFFEINUM, CALCAREA CARBONICA, CALLUNA VULGARIS, FLOS, CAPSICUM ANNUUM, CAT HAIR, CHAMOMILLA, CHELIDONIUM MAJUS, CHENOPODIUM ANTHELMINTICUM, CINNAMOMUM | ASCORBIC ACID, SODIUM FLUORIDE, VITAMIN A AND VITAMIN D","Method Pharmaceuticals, LLC | Newton Laboratories, Inc.",,1,0,1,5,"WARNINGS As in the case of all medications, keep out of reach of children",,ADVERSE REACTIONS Allergic rash and other idiosyncrasies have been rarely reported,"INDICATIONS AND USAGE Supplementation of the diet with vitamins A, C and D"
asenapine,asenapine,1.0,asenapine,ASENAPINE | Asenapine,ASENAPINE | ASENAPINE MALEATE,"Alembic Pharmaceuticals Inc. | MSN LABORATORIES PRIVATE LIMITED | Sigmapharm Laboratories, LLC",,0,10,5,4,,7 DRUG INTERACTIONS,6 ADVERSE REACTIONS The following adverse reactions are discussed in more detail in other sections of the labeling: Use in Elderly Patients with Dementia-Related Psychosis [see Boxed Warning and Warnings and Precautions (5.1 and 5.2)] Neuroleptic Malignant Syndrome [see Warnings and Precautions (5.3,1 INDICATIONS AND USAGE Asenapine is indicated for:
asorbic acid,ascorbic acid,0.99,ascorbic acid,Allergies | Tri-Vite Drops with Fluoride,"APIS MELLIFICA, ECHINACEA, HYDRASTIS CANADENSIS, TARAXACUM OFFICINALE, ACONITUM NAPELLUS, AETHUSA CYNAPIUM, AGARICUS MUSCARIUS, ALETRIS FARINOSA, ALFALFA, ALLIUM CEPA, ALLIUM SATIVUM, AMBROSIA ARTEMISIAEFOLIA, ARSENICUM ALBUM, ARTEMISIA VULGARIS, ARUNDO MAURITANICA, AVENA SATIVA, BELLADONNA, BELLIS PERRENIS, BOVISTA, BROMIUM, BRYONIA, CAFFEINUM, CALCAREA CARBONICA, CALLUNA VULGARIS, FLOS, CAPSICUM ANNUUM, CAT HAIR, CHAMOMILLA, CHELIDONIUM MAJUS, CHENOPODIUM ANTHELMINTICUM, CINNAMOMUM | ASCORBIC ACID, SODIUM FLUORIDE, VITAMIN A AND VITAMIN D","Method Pharmaceuticals, LLC | Newton Laboratories, Inc.",,1,0,1,5,"WARNINGS As in the case of all medications, keep out of reach of children",,ADVERSE REACTIONS Allergic rash and other idiosyncrasies have been rarely reported,"INDICATIONS AND USAGE Supplementation of the diet with vitamins A, C and D"
aspartam,aspartame,0.95,aspartame,Addiclenz | Additox | Thio Combination 9306,"ASPARTAME, BENZALKONIUM CHLORIDE, FORMALINUM, METHYLENE CHLORIDE, METHYLPARABEN, PROPYLPARABEN, SODIUM BENZOATE, SODIUM CITRATE, TITANIUM DIOXIDE, ZINCUM OXYDATUM, ARSENICUM ALBUM, BETA VULGARIS, BISPHENOL A, BOLDO, CHELIDONIUM MAJUS, COBALTUM METALLICUM, CUPRUM METALLICUM, GLYPHOSATE, IODIUM, LYCOPODIUM CLAVATUM, PETROSELINUM SATIVUM, PHOSPHORICUM ACIDUM, SELENIUM METALLICUM, TARAXACUM OFFICINALE, ZINCUM METALLICUM | THIO COMBINATION | TRIFOLIUM PRATENSE, XANTHOXYLUM FRAXINEUM, PHYTOLACCA DECANDRA, ARSENICUM ALBUM, BELLADONNA, CHELIDONIUM MAJUS, LYCOPODIUM CLAVATUM, PHOSPHORICUM ACIDUM, ASPARTAME, BENZALKONIUM CHLORIDE, FORMALINUM, METHYLENE CHLORIDE, METHYLPARABEN, PROPYLPARABEN, SODIUM BENZOATE, SODIUM CITRATE, TITANIUM DIOXIDE, ZINCUM OXYDATUM","BioActive Nutritional, Inc. | Deseret Biologicals, Inc. | Professional Complementary Health Formulas",,5,0,0,3,"WARNINGS: If pregnant or breastfeeding, ask a health professional before use",,,For the temporary relief of symptoms including:
aspartame,aspartame,1.0,aspartame,Addiclenz | Additox | Thio Combination 9306,"ASPARTAME, BENZALKONIUM CHLORIDE, FORMALINUM, METHYLENE CHLORIDE, METHYLPARABEN, PROPYLPARABEN, SODIUM BENZOATE, SODIUM CITRATE, TITANIUM DIOXIDE, ZINCUM OXYDATUM, ARSENICUM ALBUM, BETA VULGARIS, BISPHENOL A, BOLDO, CHELIDONIUM MAJUS, COBALTUM METALLICUM, CUPRUM METALLICUM, GLYPHOSATE, IODIUM, LYCOPODIUM CLAVATUM, PETROSELINUM SATIVUM, PHOSPHORICUM ACIDUM, SELENIUM METALLICUM, TARAXACUM OFFICINALE, ZINCUM METALLICUM | THIO COMBINATION | TRIFOLIUM PRATENSE, XANTHOXYLUM FRAXINEUM, PHYTOLACCA DECANDRA, ARSENICUM ALBUM, BELLADONNA, CHELIDONIUM MAJUS, LYCOPODIUM CLAVATUM, PHOSPHORICUM ACIDUM, ASPARTAME, BENZALKONIUM CHLORIDE, FORMALINUM, METHYLENE CHLORIDE, METHYLPARABEN, PROPYLPARABEN, SODIUM BENZOATE, SODIUM CITRATE, TITANIUM DIOXIDE, ZINCUM OXYDATUM","BioActive Nutritional, Inc. | Deseret Biologicals, Inc. | Professional Complementary Health Formulas",,5,0,0,3,"WARNINGS: If pregnant or breastfeeding, ask a health professional before use",,,For the temporary relief of symptoms including:
aspartate,aspartic acid,0.95,aspartic acid,Aminosyn-PF | STYE EYE RELIEF SERUM | Spectric,"ETHYLICUM, KALI BROMATUM, ASPARTIC ACID, L-DOPA, SEROTONIN (HYDROCHLORIDE), CEREBRUM SUIS, PLACENTA TOTALIS SUIS, AGARICUS MUSCARIUS, BUFO RANA, HELLEBORUS NIGER, HYOSCYAMUS NIGER, OLIBANUM (BOSWELLIA SERRATA), STRAMONIUM, THUJA OCCIDENTALIS, HELIUM, NEON, CARCINOSIN, HYDROGEN | ISOLEUCINE, LEUCINE, LYSINE ACETATE, METHIONINE, PHENYLALANINE, THREONINE, TRYPTOPHAN, VALINE, ALANINE, ARGININE, ASPARTIC ACID, GLUTAMIC ACID, GLYCINE, HISTIDINE, PROLINE, SERINE, TAURINE, AND TYROSINE | VITAMIN E","Deseret Biologicals, Inc | Guangzhou Mizi Biotechnology Co., LTD. | ICU Medical Inc.",,10,0,7,5,"WARNINGS Safe, effective use of parenteral nutrition requires a knowledge of nutrition as well as clinical expertise in recognition and treatment of the complications which can occur",,"ADVERSE REACTIONS Local reactions consisting of erythema, phlebitis and thrombosis at the infusion site have occurred with peripheral intravenous infusion of amino acids particularly if other substances, such as antibiotics, are also administered through the same site","INDICATIONS AND USAGE Aminosyn-PF 7%, Sulfite-Free, (an amino acid injection — pediatric formula) is indicated for the nutritional support of infants (including those of low birth weight) and young children requiring TPN via either central or peripheral infusion routes"
aspartic acid,aspartic acid,0.99,aspartic acid,Aminosyn-PF | STYE EYE RELIEF SERUM | Spectric,"ETHYLICUM, KALI BROMATUM, ASPARTIC ACID, L-DOPA, SEROTONIN (HYDROCHLORIDE), CEREBRUM SUIS, PLACENTA TOTALIS SUIS, AGARICUS MUSCARIUS, BUFO RANA, HELLEBORUS NIGER, HYOSCYAMUS NIGER, OLIBANUM (BOSWELLIA SERRATA), STRAMONIUM, THUJA OCCIDENTALIS, HELIUM, NEON, CARCINOSIN, HYDROGEN | ISOLEUCINE, LEUCINE, LYSINE ACETATE, METHIONINE, PHENYLALANINE, THREONINE, TRYPTOPHAN, VALINE, ALANINE, ARGININE, ASPARTIC ACID, GLUTAMIC ACID, GLYCINE, HISTIDINE, PROLINE, SERINE, TAURINE, AND TYROSINE | VITAMIN E","Deseret Biologicals, Inc | Guangzhou Mizi Biotechnology Co., LTD. | ICU Medical Inc.",,10,0,7,5,"WARNINGS Safe, effective use of parenteral nutrition requires a knowledge of nutrition as well as clinical expertise in recognition and treatment of the complications which can occur",,"ADVERSE REACTIONS Local reactions consisting of erythema, phlebitis and thrombosis at the infusion site have occurred with peripheral intravenous infusion of amino acids particularly if other substances, such as antibiotics, are also administered through the same site","INDICATIONS AND USAGE Aminosyn-PF 7%, Sulfite-Free, (an amino acid injection — pediatric formula) is indicated for the nutritional support of infants (including those of low birth weight) and young children requiring TPN via either central or peripheral infusion routes"
aspartum,aspartame,0.95,aspartame,Addiclenz | Additox | Thio Combination 9306,"ASPARTAME, BENZALKONIUM CHLORIDE, FORMALINUM, METHYLENE CHLORIDE, METHYLPARABEN, PROPYLPARABEN, SODIUM BENZOATE, SODIUM CITRATE, TITANIUM DIOXIDE, ZINCUM OXYDATUM, ARSENICUM ALBUM, BETA VULGARIS, BISPHENOL A, BOLDO, CHELIDONIUM MAJUS, COBALTUM METALLICUM, CUPRUM METALLICUM, GLYPHOSATE, IODIUM, LYCOPODIUM CLAVATUM, PETROSELINUM SATIVUM, PHOSPHORICUM ACIDUM, SELENIUM METALLICUM, TARAXACUM OFFICINALE, ZINCUM METALLICUM | THIO COMBINATION | TRIFOLIUM PRATENSE, XANTHOXYLUM FRAXINEUM, PHYTOLACCA DECANDRA, ARSENICUM ALBUM, BELLADONNA, CHELIDONIUM MAJUS, LYCOPODIUM CLAVATUM, PHOSPHORICUM ACIDUM, ASPARTAME, BENZALKONIUM CHLORIDE, FORMALINUM, METHYLENE CHLORIDE, METHYLPARABEN, PROPYLPARABEN, SODIUM BENZOATE, SODIUM CITRATE, TITANIUM DIOXIDE, ZINCUM OXYDATUM","BioActive Nutritional, Inc. | Deseret Biologicals, Inc. | Professional Complementary Health Formulas",,5,0,0,3,"WARNINGS: If pregnant or breastfeeding, ask a health professional before use",,,For the temporary relief of symptoms including:
aspirin,acetylsalicylic acid,0.99,acetylsalicylic acid,Moisturizing Antibacterial | Naproxen,BENZALKONIUM CHLORIDE | NAPROXEN,A-S Medication Solutions | Walmart Inc.,,8,2,4,1,WARNINGS NOT FOR INJECTION,Drug Interactions: Specific drug interaction studies have not been conducted with ofloxacin ophthalmic solution,ADVERSE REACTIONS Ophthalmic use: The most frequently reported drug-related adverse reaction was transient ocular burning or discomfort,INDICATIONS AND USAGE Ofloxacin ophthalmic solution is indicated for the treatment of infections caused by susceptible strains of the following bacteria in the conditions listed below:
aspraginase,asparaginase,0.99,asparaginase,Rylaze,ASPARAGINASE ERWINIA CHRYSANTHEMI (RECOMBINANT)-RYWN,"Jazz Pharmaceuticals, Inc.",,0,0,12,4,,,6 ADVERSE REACTIONS The following clinically significant adverse reactions are described in greater detail in other sections of the labeling:,1 INDICATIONS AND USAGE RYLAZE is indicated as a component of a multi-agent chemotherapeutic regimen for the treatment of acute lymphoblastic leukemia (ALL) and lymphoblastic lymphoma (LBL) in adult and pediatric patients 1 month or older who have developed hypersensitivity to E
atenolol,atenolol,1.0,atenolol,Atenolol,ATENOLOL,Bryant Ranch Prepack | Preferred Pharmaceuticals Inc. | Proficient Rx LP,,10,10,13,5,"WARNINGS Cardiac Failure Sympathetic stimulation is necessary in supporting circulatory function in congestive heart failure, and beta-blockade carries the potential hazard of further depressing myocardial contractility and precipitating more severe failure","Drug Interactions Catecholamine-depleting drugs (e.g., reserpine) may have an additive effect when given with beta-blocking agents",ADVERSE REACTIONS Most adverse effects have been mild and transient,"INDICATIONS AND USAGE Hypertension Atenolol tablets are indicated for the treatment of hypertension, to lower blood pressure"
atezolizumab,atezolizumab,1.0,atezolizumab,TECENTRIQ | Tecentriq Hybreza,ATEZOLIZUMAB | ATEZOLIZUMAB AND HYALURONIDASE-TQJS,"Genentech, Inc.",,0,0,8,5,,,6 ADVERSE REACTIONS The following clinically significant adverse reactions are described elsewhere in the labeling: Severe and Fatal Immune-Mediated Adverse Reactions [see Warnings and Precautions (5.1) ] Infusion-Related Reactions [see Warnings and Precautions (5.2) ] Complications of Allogeneic HS,1 INDICATIONS AND USAGE TECENTRIQ is a programmed death-ligand 1 (PD-L1) blocking antibody indicated: Non-Small Cell Lung Cancer (NSCLC) as adjuvant treatment following resection and platinum-based chemotherapy for adult patients with Stage II to IIIA NSCLC whose tumors have PD-L1 expression on ≥ 1%
atomoxetine,atomoxetine,1.0,atomoxetine,Atomoxetine | atomoxetine,ATOMOXETINE,"A-S Medication Solutions | American Health Packaging | Glenmark Pharmaceuticals Inc., USA",,0,10,10,5,,7 DRUG INTERACTIONS,6 ADVERSE REACTIONS Most common adverse reactions (≥5% and at least twice the incidence of placebo patients),1 INDICATIONS AND USAGE Atomoxetine capsule is a selective norepinephrine reuptake inhibitor indicated for the treatment of Attention-Deficit/Hyperactivity Disorder (ADHD)
atorvastatin,atorvastatin,1.0,atorvastatin,Atorvastatin calcium | atorvastatin calcium,ATORVASTATIN CALCIUM | ATORVASTATIN FILM COATED,"A-S Medication Solutions | Bryant Ranch Prepack | NuCare Pharmaceuticals,Inc.",,0,10,8,5,,"7 DRUG INTERACTIONS See full prescribing information for details regarding concomitant use of atorvastatin calcium with other drugs or grapefruit juice that increase the risk of myopathy and rhabdomyolysis ( 2.5 , 7.1 )",6 ADVERSE REACTIONS The following important adverse reactions are described below and elsewhere in the labeling: Myopathy and Rhabdomyolysis [see Warnings and Precautions (5.1) ] Immune-Mediated Necrotizing Myopathy [see Warnings and Precautions (5.2) ] Hepatic Dysfunction [see Warnings and Precauti,"1 INDICATIONS AND USAGE Atorvastatin calcium tablets are indicated: To reduce the risk of: Myocardial infarction (MI), stroke, revascularization procedures, and angina in adults with multiple risk factors for coronary heart disease (CHD) but without clinically evident CHD MI and stroke in adults wit"
atracurium besylate,atracurium,0.99,atracurium,Atracurium Besylate,ATRACURIUM BESYLATE,"AuroMedics Pharma LLC | Hospira, Inc. | Meitheal Pharmaceuticals Inc.",,10,4,11,1,WARNINGS ATRACURIUM SHOULD BE USED ONLY BY THOSE SKILLED IN AIRWAY MANAGEMENT AND RESPIRATORY SUPPORT,"Drug Interactions Drugs which may enhance the neuromuscular blocking action of atracurium include: enflurane; isoflurane; halothane; certain antibiotics, especially the aminoglycosides and polymyxins; lithium; magnesium salts; procainamide; and quinidine",ADVERSE REACTIONS Observed in Controlled Clinical Studies Atracurium was well tolerated and produced few adverse reactions during extensive clinical trials,"INDICATIONS AND USAGE Atracurium Besylate Injection, USP is indicated, as an adjunct to general anesthesia, to facilitate endotracheal intubation and to provide skeletal muscle relaxation during surgery or mechanical ventilation"
atropine,atropine,0.99,atropine,ATROPINE SULFATE | Atropine Sulfate | Atropine sulfate,ATROPINE SULFATE,"HF Acquisition Co LLC, DBA HealthFirst | Medical Purchasing Solutions, LLC",,0,1,7,1,,7 DRUG INTERACTIONS 7.1 Mexiletine Atropine Sulfate Injection decreased the rate of mexiletine absorption without altering the relative oral bioavailability; this delay in mexiletine absorption was reversed by the combination of atropine and intravenous metoclopramide during pretreatment for anesthe,6 ADVERSE REACTIONS The following adverse reactions have been identified during post-approval use of atropine sulfate,"1 INDICATIONS & USAGE Atropine Sulfate Injection, USP, is indicated for temporary blockade of severe or life threatening muscarinic effects, e.g., as an antisialagogue, an antivagal agent, an antidote for organophosphorus or muscarinic mushroom poisoning, and to treat bradyasystolic cardiac arrest"
atropine diphenoxylate,atropine diphenoxylate,0.99,atropine diphenoxylate,ATROPINE SULFATE | Atropine sulfate,ATROPINE SULFATE,"HF Acquisition Co LLC, DBA HealthFirst",,0,1,7,1,,7 DRUG INTERACTIONS 7.1 Mexiletine Atropine Sulfate Injection decreased the rate of mexiletine absorption without altering the relative oral bioavailability; this delay in mexiletine absorption was reversed by the combination of atropine and intravenous metoclopramide during pretreatment for anesthe,6 ADVERSE REACTIONS The following adverse reactions have been identified during post-approval use of atropine sulfate,"1 INDICATIONS & USAGE Atropine Sulfate Injection, USP, is indicated for temporary blockade of severe or life threatening muscarinic effects, e.g., as an antisialagogue, an antivagal agent, an antidote for organophosphorus or muscarinic mushroom poisoning, and to treat bradyasystolic cardiac arrest"
atropine methonitrate,atropine methonitrate,0.99,atropine methonitrate,ATROPINE SULFATE | Atropine Sulfate | Atropine sulfate,ATROPINE SULFATE,"HF Acquisition Co LLC, DBA HealthFirst | Medical Purchasing Solutions, LLC",,0,1,7,1,,7 DRUG INTERACTIONS 7.1 Mexiletine Atropine Sulfate Injection decreased the rate of mexiletine absorption without altering the relative oral bioavailability; this delay in mexiletine absorption was reversed by the combination of atropine and intravenous metoclopramide during pretreatment for anesthe,6 ADVERSE REACTIONS The following adverse reactions have been identified during post-approval use of atropine sulfate,"1 INDICATIONS & USAGE Atropine Sulfate Injection, USP, is indicated for temporary blockade of severe or life threatening muscarinic effects, e.g., as an antisialagogue, an antivagal agent, an antidote for organophosphorus or muscarinic mushroom poisoning, and to treat bradyasystolic cardiac arrest"
atropine sulphate,atropine,0.99,atropine,ATROPINE SULFATE | Atropine Sulfate | Atropine sulfate,ATROPINE SULFATE,"HF Acquisition Co LLC, DBA HealthFirst | Medical Purchasing Solutions, LLC",,0,1,7,1,,7 DRUG INTERACTIONS 7.1 Mexiletine Atropine Sulfate Injection decreased the rate of mexiletine absorption without altering the relative oral bioavailability; this delay in mexiletine absorption was reversed by the combination of atropine and intravenous metoclopramide during pretreatment for anesthe,6 ADVERSE REACTIONS The following adverse reactions have been identified during post-approval use of atropine sulfate,"1 INDICATIONS & USAGE Atropine Sulfate Injection, USP, is indicated for temporary blockade of severe or life threatening muscarinic effects, e.g., as an antisialagogue, an antivagal agent, an antidote for organophosphorus or muscarinic mushroom poisoning, and to treat bradyasystolic cardiac arrest"
avanafil,avanafil,0.99,avanafil,Avanafil,AVANAFIL,"Camber Pharmaceuticals, Inc.",,0,10,11,2,,7 DRUG INTERACTIONS,"6 ADVERSE REACTIONS Most common adverse reactions (greater than or equal to 2%) include headache, flushing, nasal congestion, nasopharyngitis, and back pain ( 6.1 ) To report SUSPECTED ADVERSE REACTIONS, contact Hetero Labs Limited at 1-866-495-1995 or FDA at 1-800-FDA-1088 or www.fda.gov/medwatch",1 INDICATIONS AND USAGE Avanafil tablets are a phosphodiesterase 5 (PDE5) inhibitor indicated for the treatment of erectile dysfunction in adult males
avicel,microcrystalline cellulose,0.95,microcrystalline cellulose,YVTYVT MICRODERMABRASION FACIAL SCRUB,YVTYVT MICRODERMABRASION FACIAL SCRUB,"Beijing JUNGE Technology Co., Ltd.",,2,0,0,3,For external use only,,,Apply to clean skin
