ingredient,canonical_name,groq_confidence,fda_search_term,brand_names,generic_names,manufacturers,dosage_forms,warnings_count,interactions_count,adverse_count,indications_count,first_warning,first_interaction,first_adverse,first_indication
estrogen,estrogen,0.95,estrogen,3.6oz BiEST 2.5 Estrogen Cream | Arthcal ESTROGEN | Estrogen 1517,"ESTRIOL,ESTRADIOL,ESTROGEN CREAM | ESTROGEN","Beijing JUNGE Technology Co., Ltd. | Professional Complementary Health Formulas | SHYNE BRANDS/BIOLabs PRO",,2,0,0,3,For external use only,,,"Apply to clean skin (face, neck, or body) twice daily"
eszopiclone,eszopiclone,1.0,eszopiclone,ESZOPICLONE | Eszopiclone,ESZOPICLONE,"Camber Pharmaceuticals, Inc. | Preferred Pharmaceuticals Inc. | Proficient Rx LP",,0,10,14,5,,7 DRUG INTERACTIONS,6 ADVERSE REACTIONS The following are described in more detail in the Warnings and Precautions section of the label:,1 INDICATIONS & USAGE Eszopiclone tablets are indicated for the treatment of insomnia
etanercept,etanercept,1.0,etanercept,ENBREL,ETANERCEPT,Immunex Corporation,,0,10,8,5,,7 DRUG INTERACTIONS Specific drug interaction studies have not been conducted with Enbrel,6 ADVERSE REACTIONS The following serious adverse reactions are discussed in greater detail in other sections of the labeling: Serious Infections [see Warnings and Precautions (5.1) ] Neurologic Reactions [see Warnings and Precautions (5.2) ] Malignancies [see Warnings and Precautions (5.3) ] Patien,1 INDICATIONS AND USAGE Enbrel is a tumor necrosis factor (TNF) blocker indicated for the treatment of: Adult patients with: Rheumatoid Arthritis (RA) ( 1.1 ) Psoriatic Arthritis (PsA) ( 1.3 ) Ankylosing Spondylitis (AS) ( 1.4 ) Plaque Psoriasis (PsO) ( 1.5 ) Pediatric patients with: Polyarticular J
ethambutol,ethambutol,0.95,ethambutol,ETHAMBUTOL HYDROCHLORIDE | Ethambutol Hydrochloride,ETHAMBUTOL HYDROCHLORIDE,"Epic Pharma, LLC | Marlex Pharmaceuticals, Inc. | STI Pharma LLC",,7,2,11,5,WARNINGS Ethambutol hydrochloride may produce decreases in visual acuity which appear to be due to optic neuritis,Drug Interactions The results of a study of coadministration of ethambutol hydrochloride (50 mg/kg) with an aluminum hydroxide containing antacid to 13 patients with tuberculosis showed a reduction of mean serum concentrations and urinary excretion of ethambutol of approximately 20% and 13% respecti,"ADVERSE REACTIONS Ethambutol hydrochloride may produce decreases in visual acuity, including irreversible blindness, which appear to be due to optic neuritis","INDICATIONS AND USAGE Ethambutol Hydrochloride Tablets, USP are indicated for the treatment of pulmonary tuberculosis"
ethanol,ethanol,0.95,ethanol,VOWST,"FECAL MICROBIOTA SPORES, LIVE-BRPK","Aimmune Therapeutics, Inc.",,0,2,14,4,,"7 DRUG INTERACTIONS VOWST contains bacterial spores; therefore, antibacterials should not be administered concurrently with VOWST","6 ADVERSE REACTIONS The most common adverse reactions (reported in ≥5% of participants) were abdominal distension (31.1%), fatigue (22.2%), constipation (14.4%), chills (11.1%), and diarrhea (10.0%)",1 INDICATIONS AND USAGE VOWST is indicated to prevent the recurrence of Clostridioides difficile infection (CDI) in individuals 18 years of age and older following antibacterial treatment for recurrent CDI (rCDI)
ethanolamine oleate,ethanolamine oleate,0.99,ethanolamine oleate,Ethamolin,ETHANOLAMINE OLEATE,"QOL Medical, LLC.",,3,0,10,4,WARNINGS ETHAMOLlN Injection should be used in pregnant women only when clearly needed (see PRECAUTIONS),,ADVERSE REACTIONS The reported frequency of complications/adverse events per injection session was 13%,"INDICATIONS AND USAGE ETHAMOLIN Injection is indicated for the treatment of patients with esophageal varices that have recently bled, to prevent rebleeding"
ethosuximide,ethosuximide,1.0,ethosuximide,ETHOSUXIMIDE | Ethosuximide | Zarontin,ETHOSUXIMIDE,Heritage Pharmaceuticals Inc. d/b/a Avet Pharmaceuticals Inc. | Mylan Pharmaceuticals Inc. | Parke-Davis Div of Pfizer Inc,,10,1,13,1,"WARNINGS Blood Dyscrasias: Blood dyscrasias, including some with fatal outcome, have been reported to be associated with the use of ethosuximide; therefore, periodic blood counts should be performed","Drug Interactions: Since ethosuximide may interact with concurrently administered antiepileptic drugs, periodic serum level determinations of these drugs may be necessary (e.g., ethosuximide may elevate phenytoin serum levels and valproic acid has been reported to both increase and decrease ethosuxi","ADVERSE REACTIONS Body As A Whole: Allergic reaction, Drug Reaction with Eosinophilia and Systemic Symptoms (DRESS)",INDICATIONS AND USAGE Ethosuximide capsule is indicated for the control of absence (petit mal) epilepsy
ethosuxmide,ethosuximide,0.99,ethosuximide,ETHOSUXIMIDE | Ethosuximide | Zarontin,ETHOSUXIMIDE,Heritage Pharmaceuticals Inc. d/b/a Avet Pharmaceuticals Inc. | Mylan Pharmaceuticals Inc. | Parke-Davis Div of Pfizer Inc,,10,1,13,1,"WARNINGS Blood Dyscrasias: Blood dyscrasias, including some with fatal outcome, have been reported to be associated with the use of ethosuximide; therefore, periodic blood counts should be performed","Drug Interactions: Since ethosuximide may interact with concurrently administered antiepileptic drugs, periodic serum level determinations of these drugs may be necessary (e.g., ethosuximide may elevate phenytoin serum levels and valproic acid has been reported to both increase and decrease ethosuxi","ADVERSE REACTIONS Body As A Whole: Allergic reaction, Drug Reaction with Eosinophilia and Systemic Symptoms (DRESS)",INDICATIONS AND USAGE Ethosuximide capsule is indicated for the control of absence (petit mal) epilepsy
ethyl acetate,ethyl acetate,0.99,ethyl acetate,Household Antigens,"ACETONE, SODIUM TRIPOLYPHOSPHATE, PROPYLENE GLYCOL, BENZINUM, AMMONIUM MURIATICUM, SODIUM LAURYL SULFATE, TEREBINTHINA, BUTYL ACETATE, ETHYL ACETATE, TOLUENE, XYLENE, BISPHENOL A, PETROLEUM, ANACARDIUM ORIENTALE, GRAPHITES, NITRICUM ACIDUM, PULSATILLA (PRATENSIS), SULPHUR | ACETONE, SODIUM TRIPOLYPHOSPHATE, PROPYLENE GLYCOL, BENZINUM, AMMONIUM MURIATICUM, SODIUM LAURYL SULFATE, TEREBINTHINA, BUTYL ACETATE, ETHYL ACETATE, TOLUENE, XYLENE, BISPHENOL A, PETROLEUM, FORMALINUM, GLYPHOSATE, METHYLPARABEN, NAPHTHALINUM, PROPYLPARABEN, ANACARDIUM ORIENTALE, GRAPHITES, NITRICUM ACIDUM, PULSATILLA (PRATENSIS), SULPHUR, PARAFFINUM","Energique, Inc.",,5,0,0,2,"WARNINGS: If pregnant or breast-feeding, ask a health professional before use",,,"INDICATIONS: May temporariy relieve symptoms associated with household chemicals sensitivities, such as dizziness and headache.** **Claims based on traditional homeopathic practice, not accepted medical evidence"
ethyl alcohol,ethanol,0.95,ethanol,VOWST,"FECAL MICROBIOTA SPORES, LIVE-BRPK","Aimmune Therapeutics, Inc.",,0,2,14,4,,"7 DRUG INTERACTIONS VOWST contains bacterial spores; therefore, antibacterials should not be administered concurrently with VOWST","6 ADVERSE REACTIONS The most common adverse reactions (reported in ≥5% of participants) were abdominal distension (31.1%), fatigue (22.2%), constipation (14.4%), chills (11.1%), and diarrhea (10.0%)",1 INDICATIONS AND USAGE VOWST is indicated to prevent the recurrence of Clostridioides difficile infection (CDI) in individuals 18 years of age and older following antibacterial treatment for recurrent CDI (rCDI)
ethyl chloride,ethyl chloride,0.99,ethyl chloride,Glimepiride | Moisturizing Antibacterial,BENZALKONIUM CHLORIDE | GLIMEPIRIDE,American Health Packaging | Walmart Inc.,,8,2,4,1,WARNINGS NOT FOR INJECTION,Drug Interactions: Specific drug interaction studies have not been conducted with ofloxacin ophthalmic solution,ADVERSE REACTIONS Ophthalmic use: The most frequently reported drug-related adverse reaction was transient ocular burning or discomfort,INDICATIONS AND USAGE Ofloxacin ophthalmic solution is indicated for the treatment of infections caused by susceptible strains of the following bacteria in the conditions listed below:
ethyl lactate,ethyl lactate,0.99,ethyl lactate,LACOSAMIDE | Mekinist,LACOSAMIDE | TRAMETINIB,"Novartis Pharmaceuticals Corporation | Somerset Therapeutics, LLC",,10,2,15,5,WARNINGS See WARNING box,7 DRUG INTERACTIONS MEKINIST is indicated for use in combination with dabrafenib,6 ADVERSE REACTIONS The following clinically significant adverse reactions are described elsewhere in the labeling: New Primary Malignancies [see Warnings and Precautions ( 5.1)] Hemorrhage [see Warnings and Precautions (5.2)] Colitis and Gastrointestinal Perforation [see Warnings and Precautions (5,1 INDICATIONS AND USAGE MEKINIST is a kinase inhibitor indicated as a single agent for the treatment of BRAF-inhibitor treatment-naïve patients with unresectable or metastatic melanoma with BRAF V600E or V600K mutations as detected by an FDA-approved test
ethyl salicylate,ethyl salicylate,0.99,ethyl salicylate,Glimepiride | Naproxen,GLIMEPIRIDE | NAPROXEN,A-S Medication Solutions | American Health Packaging,,5,10,15,5,"WARNINGS Drugs with thyroid hormone activity, alone or together with other therapeutic agents, have been used for the treatment of obesity",7 DRUG INTERACTIONS See Table 1 for clinically significant drug interactions with naproxen,6 ADVERSE REACTIONS The following adverse reactions are discussed in greater detail in other sections of the labeling:,1 INDICATIONS AND USAGE Naproxen tablets and naproxen sodium tablets are indicated for: the relief of the signs and symptoms of:
ethyle alcohol,ethanol,0.95,ethanol,VOWST,"FECAL MICROBIOTA SPORES, LIVE-BRPK","Aimmune Therapeutics, Inc.",,0,2,14,4,,"7 DRUG INTERACTIONS VOWST contains bacterial spores; therefore, antibacterials should not be administered concurrently with VOWST","6 ADVERSE REACTIONS The most common adverse reactions (reported in ≥5% of participants) were abdominal distension (31.1%), fatigue (22.2%), constipation (14.4%), chills (11.1%), and diarrhea (10.0%)",1 INDICATIONS AND USAGE VOWST is indicated to prevent the recurrence of Clostridioides difficile infection (CDI) in individuals 18 years of age and older following antibacterial treatment for recurrent CDI (rCDI)
ethylene diamino tetra acetic acid,edetate,0.99,edetate,Edetate Calcium Disodium | Miracle FootCream Lavender | Miracle FootCream Lemon,"EDETATE CALCIUM DISODIUM | UREA, GLYCERIN, ALOE, DISODIUM EDTA","Aloe Vera Korea Co.,Ltd. | Rising Pharma Holdings, Inc.",,1,3,12,2,WARNINGS See Boxed Warning,Drug Interactions There is no known drug interference with standard clinical laboratory tests,"ADVERSE REACTIONS The following adverse effects have been associated with the use of edetate calcium disodium: Body as a Whole: pain at intramuscular injection site, fever, chills, malaise, fatigue, myalgia, arthralgia","INDICATIONS AND USAGE Edetate calcium disodium is indicated for the reduction of blood levels and depot stores of lead in lead poisoning (acute and chronic) and lead encephalopathy, in both pediatric populations and adults"
ethylhexy1 methoxycinnamate,ethylhexyl methoxycinnamate,0.95,ethylhexyl methoxycinnamate,MENOW SUNSCREEN | MURASAKI BEAUTY Silicence Scar Gel SPF 30 | ONE PERCENT Sunscreen,"ETHYLHEXYL METHOXYCINNAMATE, BIS-ETHYLHEXYLOXYPHENOL METHOXYPHENYL TRIAZINE, ZINC OXIDE, TITANIUM DIOXIDE | ONE PERCENT SUNSCREEN | ZINC OXIDE, ETHYLHEXYL METHOXYCINNAMATE","Beijing Keyan Biotechnology Co., Ltd. | Haikou Pucao Trading Co.,Ltd | SHANTOU QIWEI INDUSTRY CO.,LTD",,1,0,0,1,"Warnings: 1.IF YOU HAVE SENSITIVE SKIN, PLEASE TRY IT LOCALLY FIRST ANDUSE IT AFTER NO DISCOMFORT; 2.DISCONTINUE USE IMMEDIATELY IF YOU FEELUNWELL AFTER USE; 3.KEEP OUT OF REACH OF YOUNG CHILDREN TO AVOID ACCI.DENTAL INGESTION, NOT BE USED FOR CHILDREN UNDER 3 YEARS OF AGE",,,"Indications & usage section:SUNSCREEN PRESSED POWDER,SETTING MAKEUP WHILE PROTECTING AGAINST UVA/UVB"
ethylhexyl methoxy cinnamate,ethylhexyl methoxycinnamate,0.99,ethylhexyl methoxycinnamate,MENOW SUNSCREEN | MURASAKI BEAUTY Silicence Scar Gel SPF 30 | ONE PERCENT Sunscreen,"ETHYLHEXYL METHOXYCINNAMATE, BIS-ETHYLHEXYLOXYPHENOL METHOXYPHENYL TRIAZINE, ZINC OXIDE, TITANIUM DIOXIDE | ONE PERCENT SUNSCREEN | ZINC OXIDE, ETHYLHEXYL METHOXYCINNAMATE","Beijing Keyan Biotechnology Co., Ltd. | Haikou Pucao Trading Co.,Ltd | SHANTOU QIWEI INDUSTRY CO.,LTD",,1,0,0,1,"Warnings: 1.IF YOU HAVE SENSITIVE SKIN, PLEASE TRY IT LOCALLY FIRST ANDUSE IT AFTER NO DISCOMFORT; 2.DISCONTINUE USE IMMEDIATELY IF YOU FEELUNWELL AFTER USE; 3.KEEP OUT OF REACH OF YOUNG CHILDREN TO AVOID ACCI.DENTAL INGESTION, NOT BE USED FOR CHILDREN UNDER 3 YEARS OF AGE",,,"Indications & usage section:SUNSCREEN PRESSED POWDER,SETTING MAKEUP WHILE PROTECTING AGAINST UVA/UVB"
ethylhexyl methoxycinnamate,ethylhexyl methoxycinnamate,0.99,ethylhexyl methoxycinnamate,MENOW SUNSCREEN | MURASAKI BEAUTY Silicence Scar Gel SPF 30 | ONE PERCENT Sunscreen,"ETHYLHEXYL METHOXYCINNAMATE, BIS-ETHYLHEXYLOXYPHENOL METHOXYPHENYL TRIAZINE, ZINC OXIDE, TITANIUM DIOXIDE | ONE PERCENT SUNSCREEN | ZINC OXIDE, ETHYLHEXYL METHOXYCINNAMATE","Beijing Keyan Biotechnology Co., Ltd. | Haikou Pucao Trading Co.,Ltd | SHANTOU QIWEI INDUSTRY CO.,LTD",,1,0,0,1,"Warnings: 1.IF YOU HAVE SENSITIVE SKIN, PLEASE TRY IT LOCALLY FIRST ANDUSE IT AFTER NO DISCOMFORT; 2.DISCONTINUE USE IMMEDIATELY IF YOU FEELUNWELL AFTER USE; 3.KEEP OUT OF REACH OF YOUNG CHILDREN TO AVOID ACCI.DENTAL INGESTION, NOT BE USED FOR CHILDREN UNDER 3 YEARS OF AGE",,,"Indications & usage section:SUNSCREEN PRESSED POWDER,SETTING MAKEUP WHILE PROTECTING AGAINST UVA/UVB"
ethylhexylmethoxy cinnamate,ethylhexyl methoxycinnamate,0.99,ethylhexyl methoxycinnamate,MENOW SUNSCREEN | MURASAKI BEAUTY Silicence Scar Gel SPF 30 | ONE PERCENT Sunscreen,"ETHYLHEXYL METHOXYCINNAMATE, BIS-ETHYLHEXYLOXYPHENOL METHOXYPHENYL TRIAZINE, ZINC OXIDE, TITANIUM DIOXIDE | ONE PERCENT SUNSCREEN | ZINC OXIDE, ETHYLHEXYL METHOXYCINNAMATE","Beijing Keyan Biotechnology Co., Ltd. | Haikou Pucao Trading Co.,Ltd | SHANTOU QIWEI INDUSTRY CO.,LTD",,1,0,0,1,"Warnings: 1.IF YOU HAVE SENSITIVE SKIN, PLEASE TRY IT LOCALLY FIRST ANDUSE IT AFTER NO DISCOMFORT; 2.DISCONTINUE USE IMMEDIATELY IF YOU FEELUNWELL AFTER USE; 3.KEEP OUT OF REACH OF YOUNG CHILDREN TO AVOID ACCI.DENTAL INGESTION, NOT BE USED FOR CHILDREN UNDER 3 YEARS OF AGE",,,"Indications & usage section:SUNSCREEN PRESSED POWDER,SETTING MAKEUP WHILE PROTECTING AGAINST UVA/UVB"
etodolac,etodolac,1.0,etodolac,Etodolac,ETODOLAC,"A-S Medication Solutions | Bryant Ranch Prepack | PD-Rx Pharmaceuticals, Inc.",,10,10,15,3,"WARNINGS CARDIOVASCULAR EFFECTS Cardiovascular Thrombotic Events Clinical trials of several COX-2 selective and nonselective NSAIDs of up to three years duration have shown an increased risk of serious cardiovascular (CV) thrombotic events, including myocardial infarction (MI) and stroke, which can ",Drug Interactions ACE-inhibitors Reports suggest that NSAIDs may diminish the antihypertensive effect of ACE-inhibitors,"ADVERSE REACTIONS In patients taking etodolac or other NSAIDs, the most frequently reported adverse experiences occurring in approximately 1 to 10% of patients are: Gastrointestinal experiences including: abdominal pain, constipation, diarrhea, dyspepsia, flatulence, gross bleeding/perforation, hear",INDICATIONS AND USAGE Carefully consider the potential benefits and risks of etodolac tablets and other treatment options before deciding to use etodolac tablets
etoline,etomidate,0.95,etomidate,"ETOMIDATE | ETOMIDATE injection, solution | Etomidate","ETOMIDATE | ETOMIDATE INJECTION, SOLUTION","Eugia US LLC | HF Acquisition Co LLC, DBA HealthFirst | Hikma Pharmaceuticals USA Inc.",,9,0,13,3,WARNINGS INTRAVENOUS ETOMIDATE SHOULD BE ADMINISTERED ONLY BY PERSONS TRAINED IN THE ADMINISTRATION OF GENERAL ANESTHETICS AND IN THE MANAGEMENT OF COMPLICATIONS ENCOUNTERED DURING THE CONDUCT OF GENERAL ANESTHESIA,,"ADVERSE REACTIONS The most frequent adverse reactions associated with use of intravenous etomidate are transient venous pain on injection and transient skeletal muscle movements, including myoclonus: 1",INDICATIONS & USAGE SECTION Etomidate Injection is indicated by intravenous injection for the induction of general anesthesia
etonogestrel,etonogestrel,1.0,etonogestrel,Etonogestrel and Ethinyl Estradiol Vaginal | Etonogestrel and Ethinyl Estradiol Vaginal Ring | NuvaRing,ETONOGESTREL AND ETHINYL ESTRADIOL | ETONOGESTREL AND ETHINYL ESTRADIOL VAGINAL | ETONOGESTREL AND ETHINYL ESTRADIOL VAGINAL RING,Advanz Pharma (US) Corp. | AvKARE | Northstar Rx LLC,,0,10,7,2,,7 DRUG INTERACTIONS Consult the labeling of all concurrently-used drugs to obtain further information about interactions with hormonal contraceptives or the potential for enzyme alterations,6 ADVERSE REACTIONS The following serious adverse reactions with the use of CHCs are discussed elsewhere in the labeling,1 INDICATIONS AND USAGE FOR VAGINAL USE ONLY Etonogestrel and ethinyl estradiol vaginal ring is indicated for use by females of reproductive age to prevent pregnancy
etoposide,etoposide,1.0,etoposide,Etoposide,ETOPOSIDE,Accord Healthcare Inc. | BluePoint Laboratories,,10,1,15,2,WARNINGS Patients being treated with etoposide injection must be frequently observed for myelosuppression both during and after therapy,Drug Interactions High-dose cyclosporin A resulting in concentrations above 2000 ng/mL administered with oral etoposide has led to an 80% increase in etoposide exposure with a 38% decrease in total body clearance of etoposide compared to etoposide alone,"ADVERSE REACTIONS The following data on adverse reactions are based on both oral and intravenous administration of etoposide injection as a single agent, using several different dose schedules for treatment of a wide variety of malignancies",INDICATIONS AND USAGE Etoposide Injection is indicated in the management of the following neoplasms: Refractory Testicular Tumors Etoposide Injection in combination therapy with other approved chemotherapeutic agents in patients with refractory testicular tumors who have already received appropriate
eucalyptol,eucalyptol,0.99,eucalyptol,"Antispetic | Eucalyptol, Menthol, Methyl Salicylate, Thymol","EUCALYPTOL, MENTHOL, METHYL SALICYLATE, THYMOL",AMERISOURCE BERGEN | Cariba International | Strategic Sourcing Services LLC,,1,0,2,1,Warnings for this product,,"Adverse Reaction SATISFACTION GUARANTEED Distributed By AmerisourceBergen 1 West First Avenue, Conshohocken, PA 19428 Questions or Concerns?",Use helps control plaque that leads to gingivitis
eucalyptus oil,eucalyptus oil,0.95,eucalyptus oil,CVS Health Medicated Chest Rub | Equate Rub | Vicks childrens VapoRub,"CAMPHOR (SYNTHETIC), EUCALYPTUS OIL, MENTHOL | CAMPHOR, EUCALYPTUS OIL, MENTHOL",CVS Pharmacy | Procter & Gamble Manufactura S de RL de CV | Walmart Inc,,1,0,0,1,Warnings For external use only; avoid contact with eyes,,,"Uses when applied to chest and throat, temporarily relieves cough due to minor throat and bronchial irritation associated with the common cold when applied to muscles and joints, temporarily relieves minor aches and pains of muscles and joints"
