ingredient,canonical_name,groq_confidence,fda_search_term,brand_names,generic_names,manufacturers,dosage_forms,warnings_count,interactions_count,adverse_count,indications_count,first_warning,first_interaction,first_adverse,first_indication
diltiazem hcl,diltiazem,0.99,diltiazem,Diltiazem Hydrochloride | Diltiazem Hydrochloride Extended-Release | diltiazem hydrochloride,DILTIAZEM HYDROCHLORIDE,Alembic Pharmaceuticals Inc. | Bryant Ranch Prepack | Mayne Pharma,,10,10,8,3,"WARNINGS Cardiac Conduction : Diltiazem hydrochloride prolongs AV node refractory periods without significantly prolonging sinus node recovery time, except in patients with sick sinus syndrome","Drug Interactions Because of the potential for additive effects, slow titration is warranted in patients receiving diltiazem hydrochloride concomitantly with other agents known to affect cardiac contractility and/or conduction (see WARNINGS )","ADVERSE REACTIONS Serious adverse reactions have been rare in studies carried out to date, but it should be recognized that patients with impaired ventricular function and cardiac conduction abnormalities have usually been excluded from these studies",INDICATIONS AND USAGE Diltiazem hydrochloride extended-release capsules are indicated for the treatment of hypertension
diltiazem hydrochloride,diltiazem,0.99,diltiazem,Diltiazem Hydrochloride | Diltiazem Hydrochloride Extended-Release | diltiazem hydrochloride,DILTIAZEM HYDROCHLORIDE,Alembic Pharmaceuticals Inc. | Bryant Ranch Prepack | Mayne Pharma,,10,10,8,3,"WARNINGS Cardiac Conduction : Diltiazem hydrochloride prolongs AV node refractory periods without significantly prolonging sinus node recovery time, except in patients with sick sinus syndrome","Drug Interactions Because of the potential for additive effects, slow titration is warranted in patients receiving diltiazem hydrochloride concomitantly with other agents known to affect cardiac contractility and/or conduction (see WARNINGS )","ADVERSE REACTIONS Serious adverse reactions have been rare in studies carried out to date, but it should be recognized that patients with impaired ventricular function and cardiac conduction abnormalities have usually been excluded from these studies",INDICATIONS AND USAGE Diltiazem hydrochloride extended-release capsules are indicated for the treatment of hypertension
dimenhydrinate,dimenhydrinate,0.99,dimenhydrinate,Dramamine for Kids | Motion Sickness Relief,DIMENHYDRINATE | DIMENHYDRINATE 50 MG,"Chain Drug Marketing Association, Inc. | Medtech Products Inc. | TARGET CORPORATION",,5,0,0,1,Warnings Do not use for children under 2 years of age unless directed by a doctor,,,Uses for prevention and treatment of these symptoms associated with motion sickness: nausea vomiting dizziness
dimet,dimethicone,0.95,dimethicone,Baby XtraCare Oatmeal | Gas Relief Ultra Strength,DIMETHICONE | SIMETHICONE,Rejoice International | Walgreens,,5,0,0,1,Warnings For extenal use only,,,Baby XtraCare® Oatmeal Daily Moisturizing Lotion Lightly Scented Dimethicon Skin Protectant with Natural Oat Extract Helps Soothe & Soften Baby's Skin 12 FL OZ (354 mL)
dimethic,dimethicone,0.95,dimethicone,Baby XtraCare Oatmeal | Gas Relief Ultra Strength,DIMETHICONE | SIMETHICONE,Rejoice International | Walgreens,,5,0,0,1,Warnings For extenal use only,,,Baby XtraCare® Oatmeal Daily Moisturizing Lotion Lightly Scented Dimethicon Skin Protectant with Natural Oat Extract Helps Soothe & Soften Baby's Skin 12 FL OZ (354 mL)
dimethico,dimethicone,0.95,dimethicone,Baby XtraCare Oatmeal | Gas Relief Ultra Strength,DIMETHICONE | SIMETHICONE,Rejoice International | Walgreens,,5,0,0,1,Warnings For extenal use only,,,Baby XtraCare® Oatmeal Daily Moisturizing Lotion Lightly Scented Dimethicon Skin Protectant with Natural Oat Extract Helps Soothe & Soften Baby's Skin 12 FL OZ (354 mL)
dimethicone copolyol,dimethicone,0.99,dimethicone,Baby XtraCare Oatmeal | Gas Relief Ultra Strength,DIMETHICONE | SIMETHICONE,Rejoice International | Walgreens,,5,0,0,1,Warnings For extenal use only,,,Baby XtraCare® Oatmeal Daily Moisturizing Lotion Lightly Scented Dimethicon Skin Protectant with Natural Oat Extract Helps Soothe & Soften Baby's Skin 12 FL OZ (354 mL)
dimethiconeglycerin,dimethicone,0.95,dimethicone,Baby XtraCare Oatmeal | Gas Relief Ultra Strength,DIMETHICONE | SIMETHICONE,Rejoice International | Walgreens,,5,0,0,1,Warnings For extenal use only,,,Baby XtraCare® Oatmeal Daily Moisturizing Lotion Lightly Scented Dimethicon Skin Protectant with Natural Oat Extract Helps Soothe & Soften Baby's Skin 12 FL OZ (354 mL)
dimethiconol,dimethicone,0.99,dimethicone,Baby XtraCare Oatmeal | Gas Relief Ultra Strength,DIMETHICONE | SIMETHICONE,Rejoice International | Walgreens,,5,0,0,1,Warnings For extenal use only,,,Baby XtraCare® Oatmeal Daily Moisturizing Lotion Lightly Scented Dimethicon Skin Protectant with Natural Oat Extract Helps Soothe & Soften Baby's Skin 12 FL OZ (354 mL)
dimethyl fumarate,dimethyl fumarate,0.99,dimethyl fumarate,DIMETHYL FUMARATE | Dimethyl Fumarate,DIMETHYL FUMARATE,Aurobindo Pharma Limited | MSN LABORATORIES PRIVATE LIMITED | Quallent Pharmaceuticals Health LLC,,0,0,14,2,,,6 ADVERSE REACTIONS The following important adverse reactions are described elsewhere in labeling: Anaphylaxis and Angioedema [see Warnings and Precautions (5.1) ],"1 INDICATIONS AND USAGE Dimethyl fumarate delayed-release capsules are indicated for the treatment of relapsing forms of multiple sclerosis (MS), to include clinically isolated syndrome, relapsing-remitting disease, and active secondary progressive disease, in adults"
dimethylaminoethanol bitartrate,dimethylethanolamine bitartrate,0.95,dimethylethanolamine bitartrate,,,,,2,10,6,4,WARNINGS Lorazepam is not recommended for use in patients with a primary depressive disorder of psychosis,"Drug Interactions When methyldopa is used with other antihypertensive drugs, potentiation of antihypertensive effect may occur","ADVERSE REACTIONS Adverse reactions, if they occur, are usually observed at the beginning of therapy and generally disappear on continued medication or upon decreasing the dose",INDICATIONS AND USAGE Lorazepam is indicated for the management of anxiety disorders or for the short-term relief of the symptoms of anxiety or anxiety associated with depressive symptoms
dimethylsulfoxide,dimethyl sulfoxide,0.99,dimethyl sulfoxide,Mekinist | RIMSO-50,DIMETHYL SULFOXIDE | TRAMETINIB,Mylan Institutional LLC | Novartis Pharmaceuticals Corporation,,4,2,15,5,WARNINGS Dimethyl sulfoxide can initiate the liberation of histamine and there has been occasional hypersensitivity reaction with topical administration of dimethyl sulfoxide,7 DRUG INTERACTIONS MEKINIST is indicated for use in combination with dabrafenib,6 ADVERSE REACTIONS The following clinically significant adverse reactions are described elsewhere in the labeling: New Primary Malignancies [see Warnings and Precautions ( 5.1)] Hemorrhage [see Warnings and Precautions (5.2)] Colitis and Gastrointestinal Perforation [see Warnings and Precautions (5,1 INDICATIONS AND USAGE MEKINIST is a kinase inhibitor indicated as a single agent for the treatment of BRAF-inhibitor treatment-naïve patients with unresectable or metastatic melanoma with BRAF V600E or V600K mutations as detected by an FDA-approved test
dimetyl dicarboxylate,dimethyl dicarboxylate,0.95,dimethyl dicarboxylate,Dimethyl Fumarate | Mekinist,DIMETHYL FUMARATE | TRAMETINIB,MSN LABORATORIES PRIVATE LIMITED | Novartis Pharmaceuticals Corporation,,0,2,15,5,,7 DRUG INTERACTIONS MEKINIST is indicated for use in combination with dabrafenib,6 ADVERSE REACTIONS The following clinically significant adverse reactions are described elsewhere in the labeling: New Primary Malignancies [see Warnings and Precautions ( 5.1)] Hemorrhage [see Warnings and Precautions (5.2)] Colitis and Gastrointestinal Perforation [see Warnings and Precautions (5,1 INDICATIONS AND USAGE MEKINIST is a kinase inhibitor indicated as a single agent for the treatment of BRAF-inhibitor treatment-naïve patients with unresectable or metastatic melanoma with BRAF V600E or V600K mutations as detected by an FDA-approved test
dimithicone,dimethicone,0.95,dimethicone,Baby XtraCare Oatmeal | Gas Relief Ultra Strength,DIMETHICONE | SIMETHICONE,Rejoice International | Walgreens,,5,0,0,1,Warnings For extenal use only,,,Baby XtraCare® Oatmeal Daily Moisturizing Lotion Lightly Scented Dimethicon Skin Protectant with Natural Oat Extract Helps Soothe & Soften Baby's Skin 12 FL OZ (354 mL)
dinoprostone,dinoprostone,0.99,dinoprostone,CERVIDIL | Prepidil,DINOPROSTONE,Ferring Pharmaceuticals Inc. | Pharmacia & Upjohn Company LLC,,10,2,7,1,"WARNINGS FOR HOSPITAL USE ONLY Dinoprostone, as with other potent oxytocic agents, should be used only with strict adherence to recommended dosages",Drug Interactions PREPIDIL Gel may augment the activity of other oxytocic agents and their concomitant use is not recommended,ADVERSE REACTIONS PREPIDIL Gel is generally well-tolerated,INDICATIONS AND USAGE PREPIDIL Gel is indicated for ripening an unfavorable cervix in pregnant women at or near term with a medical or obstetrical need for labor induction
diosmin,diosmin,0.99,diosmin,Bruselix Bruising,"VITAMIN C, ZINC, ARNICA MONTANA EXTRACT, BROMELAIN, DIOSMIN, RUTIN, CITRUS BIOFLAVONOIDS, HESPERIDIN METHYL CHALCONE",Puretek Corporation,,0,3,3,3,,"Drug Interactions: The use of anticoagulants, such as warfarin or aspirin, may increase the risk of bleeding when combined with Bromelain","Adverse Reactions: Adverse reactions associated with the use of Bruising Tablets may include mild gastrointestinal discomfort, nausea, or allergic reactions such as skin rash",INDICATIONS AND USAGE: Bruselix™ Bruising Tablets are formulated to provide nutritional support during the body’s natural recovery process
dipalmitate,dipalmitate,0.95,dipalmitate,Kojic Clear Concentre,KOJIC CLEAR CONCENTRE,"Guangzhou Kadiya Biotechnology Co., Ltd.",,1,0,0,2,"1、For external use only, avoid contact with eyes when used 2、Keep out of reach of children",,,For Skin Whitonina Moieturizina Rriahtonina And Antinvidantl Indicatione
diphenhydramine,diphenhydramine,0.95,diphenhydramine,Childrens Allergy Relief | Childrens Delsym Cough Plus Cold Night Time | Diphenhydramine,"ACETAMINOPHEN, DIPHENHYDRAMINE HYDROCHLORIDE, AND PHENYLEPHRINE HYDROCHLORIDE | DIPHENHYDRAMINE HCL | DIPHENHYDRAMINE HYDROCHLORIDE","Avenacy, LLC | Best Choice | RB Health (US) LLC",,1,1,9,1,"Warnings Do not use ■ with any other product containing diphenhydramine, even one used on skin ■ to make a child sleepy Ask a doctor before use if the child has ■ glaucoma ■ a breathing problem such as chronic bronchitis","Drug Interactions Diphenhydramine hydrochloride has additive effects with alcohol and other CNS depressants (hypnotics, sedatives, tranquilizers, etc.) MAO inhibitors prolong and intensify the anticholinergic (drying) effects of antihistamines",ADVERSE REACTIONS The most frequent adverse reactions are italicized,Uses temporarily relieves these symptoms due to hay fever or other respiratory allergies: ■ sneezing ■ itching of the nose or throat ■ runny nose ■ itchy watery eyes ■temporarily relieves these symptoms due to the common cold: ■ sneezing ■ runny nose
diphenhydramine hcl,diphenhydramine,0.99,diphenhydramine,Childrens Allergy Relief | Childrens Delsym Cough Plus Cold Night Time | Diphenhydramine,"ACETAMINOPHEN, DIPHENHYDRAMINE HYDROCHLORIDE, AND PHENYLEPHRINE HYDROCHLORIDE | DIPHENHYDRAMINE HCL | DIPHENHYDRAMINE HYDROCHLORIDE","Avenacy, LLC | Best Choice | RB Health (US) LLC",,1,1,9,1,"Warnings Do not use ■ with any other product containing diphenhydramine, even one used on skin ■ to make a child sleepy Ask a doctor before use if the child has ■ glaucoma ■ a breathing problem such as chronic bronchitis","Drug Interactions Diphenhydramine hydrochloride has additive effects with alcohol and other CNS depressants (hypnotics, sedatives, tranquilizers, etc.) MAO inhibitors prolong and intensify the anticholinergic (drying) effects of antihistamines",ADVERSE REACTIONS The most frequent adverse reactions are italicized,Uses temporarily relieves these symptoms due to hay fever or other respiratory allergies: ■ sneezing ■ itching of the nose or throat ■ runny nose ■ itchy watery eyes ■temporarily relieves these symptoms due to the common cold: ■ sneezing ■ runny nose
diphenhydramine hydrochloride,diphenhydramine,0.99,diphenhydramine,Childrens Allergy Relief | Childrens Delsym Cough Plus Cold Night Time | Diphenhydramine,"ACETAMINOPHEN, DIPHENHYDRAMINE HYDROCHLORIDE, AND PHENYLEPHRINE HYDROCHLORIDE | DIPHENHYDRAMINE HCL | DIPHENHYDRAMINE HYDROCHLORIDE","Avenacy, LLC | Best Choice | RB Health (US) LLC",,1,1,9,1,"Warnings Do not use ■ with any other product containing diphenhydramine, even one used on skin ■ to make a child sleepy Ask a doctor before use if the child has ■ glaucoma ■ a breathing problem such as chronic bronchitis","Drug Interactions Diphenhydramine hydrochloride has additive effects with alcohol and other CNS depressants (hypnotics, sedatives, tranquilizers, etc.) MAO inhibitors prolong and intensify the anticholinergic (drying) effects of antihistamines",ADVERSE REACTIONS The most frequent adverse reactions are italicized,Uses temporarily relieves these symptoms due to hay fever or other respiratory allergies: ■ sneezing ■ itching of the nose or throat ■ runny nose ■ itchy watery eyes ■temporarily relieves these symptoms due to the common cold: ■ sneezing ■ runny nose
diphenylhydramine,diphenhydramine,0.99,diphenhydramine,Childrens Allergy Relief | Childrens Delsym Cough Plus Cold Night Time | Diphenhydramine,"ACETAMINOPHEN, DIPHENHYDRAMINE HYDROCHLORIDE, AND PHENYLEPHRINE HYDROCHLORIDE | DIPHENHYDRAMINE HCL | DIPHENHYDRAMINE HYDROCHLORIDE","Avenacy, LLC | Best Choice | RB Health (US) LLC",,1,1,9,1,"Warnings Do not use ■ with any other product containing diphenhydramine, even one used on skin ■ to make a child sleepy Ask a doctor before use if the child has ■ glaucoma ■ a breathing problem such as chronic bronchitis","Drug Interactions Diphenhydramine hydrochloride has additive effects with alcohol and other CNS depressants (hypnotics, sedatives, tranquilizers, etc.) MAO inhibitors prolong and intensify the anticholinergic (drying) effects of antihistamines",ADVERSE REACTIONS The most frequent adverse reactions are italicized,Uses temporarily relieves these symptoms due to hay fever or other respiratory allergies: ■ sneezing ■ itching of the nose or throat ■ runny nose ■ itchy watery eyes ■temporarily relieves these symptoms due to the common cold: ■ sneezing ■ runny nose
diphtheria antitoxin,diphtheria antitoxin,0.99,diphtheria antitoxin,Methocarbamol,METHOCARBAMOL,Sagent Pharmaceuticals,,10,2,7,5,WARNINGS Penicillin G procaine should only be prescribed for the indications listed in this insert,"Drug Interactions Tetracycline, a bacteriostatic antibiotic, may antagonize the bactericidal effect of penicillin and concurrent use of these drugs should be avoided",ADVERSE REACTIONS Allergic Reactions Penicillin is a substance of low toxicity but does possess a significant index of sensitization,INDICATIONS AND USAGE Penicillin G procaine is indicated in the treatment of moderately severe infections in both adults and pediatric patients due to penicillin-G-susceptible microorganisms that are susceptible to the low and persistent serum levels common to this particular dosage form in the indi
dipotussium chlorazepate,chlorzoxazone,0.95,chlorzoxazone,CHLORZOXAZONE | Chlorzoxazone,CHLORZOXAZONE,"Cintex Services, LLC | Lifsa Drugs LLC | Proficient Rx LP",,8,0,11,3,WARNINGS Serious (including fatal) hepatocellular toxicity has been reported rarely in patients receiving chlorzoxazone,,ADVERSE REACTIONS Chlorzoxazone containing products are usually well tolerated,"INDICATIONS Chlorzoxazone is indicated as an adjunct to rest, physical therapy, and other measures for the relief of discomfort associated with acute, painful musculoskeletal conditions"
dipyridamol,dipyridamole,0.99,dipyridamole,ASPIRIN AND EXTENDED-RELEASE DIPYRIDAMOLE | Dipyridamole,ASPIRIN AND EXTENDED-RELEASE DIPYRIDAMOLE | DIPYRIDAMOLE,"Henry Schein, Inc. | Micro Labs Limited | Zydus Pharmaceuticals USA Inc.",,10,7,9,1,"Warnings Serious adverse reactions associated with the administration of intravenous Dipyridamole Injection have included cardiac death, fatal and non-fatal myocardial infarction, ventricular fibrillation, symptomatic ventricular tachycardia, stroke, transient cerebral ischemia, seizures, anaphylact",Drug Interactions No pharmacokinetic drug-drug interaction studies were conducted with dipyridamole tablets,ADVERSE REACTIONS Adverse reactions at therapeutic doses are usually minimal and transient,INDICATIONS AND USAGE Dipyridamole tablets are indicated as an adjunct to coumarin anticoagulants in the prevention of postoperative thromboembolic complications of cardiac valve replacement
dipyridamole,dipyridamole,0.99,dipyridamole,ASPIRIN AND EXTENDED-RELEASE DIPYRIDAMOLE | Dipyridamole,ASPIRIN AND EXTENDED-RELEASE DIPYRIDAMOLE | DIPYRIDAMOLE,"Henry Schein, Inc. | Micro Labs Limited | Zydus Pharmaceuticals USA Inc.",,10,7,9,1,"Warnings Serious adverse reactions associated with the administration of intravenous Dipyridamole Injection have included cardiac death, fatal and non-fatal myocardial infarction, ventricular fibrillation, symptomatic ventricular tachycardia, stroke, transient cerebral ischemia, seizures, anaphylact",Drug Interactions No pharmacokinetic drug-drug interaction studies were conducted with dipyridamole tablets,ADVERSE REACTIONS Adverse reactions at therapeutic doses are usually minimal and transient,INDICATIONS AND USAGE Dipyridamole tablets are indicated as an adjunct to coumarin anticoagulants in the prevention of postoperative thromboembolic complications of cardiac valve replacement
disodium,disodium,0.99,disodium,Balsalazide Disodium | Pemetrexed | Prostate,"BALSALAZIDE DISODIUM | PEMETREXED DISODIUM | PETROSELINUM SATIVUM, POPULUS TREMULOIDES, SABAL SERRULATA, CHIMAPHILA UMBELLATA, ADENOSINUM TRIPHOSPHORICUM DINATRUM, EQUOL, KREOSOTUM, NADIDUM, TESTOSTERONE, PROSTATE (SUIS), SUCCINICUM ACIDUM, HEPAR SULPHURIS CALCAREUM, CONIUM MACULATUM, PROTEUS (MIRABILIS), PROTEUS (VULGARIS)","Deseret Biologicals, Inc. | Golden State Medical Supply, Inc. | Ingenus Pharmaceuticals, LLC",,4,8,10,4,WARNINGS: Keep out of reach of children,7 DRUG INTERACTIONS Nephrotoxic Agents including NSAIDs : Increased risk of nephrotoxicity; monitor for changes in renal function and mesalamine-related adverse reactions,6 ADVERSE REACTIONS The following clinically significant adverse reactions are described elsewhere in labeling: Renal Impairment [see Warnings and Precautions ( 5.1 )] Mesalamine-Induced Acute Intolerance Syndrome [see Warnings and Precautions ( 5.2 )] Hypersensitivity Reactions [see Warnings and Pr,1 INDICATIONS AND USAGE Balsalazide disodium capsules are indicated for the treatment of mildly to moderately active ulcerative colitis in patients 5 years of age and older
disodium edetate,disodium edetate,0.99,disodium edetate,Moisturizing Antibacterial | Quick Action,BENZALKONIUM CHLORIDE | SALICYLIC ACID,Walmart Inc.,,1,0,2,1,Warnings For external use only: hands only,,"ADVERSE REACTION Information: 1-888-287-1915 or Walmart.com/help DISTRIBUTED BY: Walmart Inc., Bentonville, AR 72716 PLASTIC TUBE Do Not Recycle how2recycle.info Made in the USA with domestic and imported ingredients",Use For handwashing to decrease bacteria on the skin
disodium edta,disodium edetate,0.99,disodium edetate,Moisturizing Antibacterial | Quick Action,BENZALKONIUM CHLORIDE | SALICYLIC ACID,Walmart Inc.,,1,0,2,1,Warnings For external use only: hands only,,"ADVERSE REACTION Information: 1-888-287-1915 or Walmart.com/help DISTRIBUTED BY: Walmart Inc., Bentonville, AR 72716 PLASTIC TUBE Do Not Recycle how2recycle.info Made in the USA with domestic and imported ingredients",Use For handwashing to decrease bacteria on the skin
disodium etidronate,etidronic acid,0.99,etidronic acid,Spa/Pool Detox 6027,SPA/POOL DETOX,Professional Complementary Health Formulas,,6,0,0,1,WARNINGS Consult a doctor if condition worsens or symptoms persist,,,"INDICATIONS For the temporary relief of skin irritations, red or watery eyes, minor earache, stomach cramps, diarrhea, or vomiting due to sensitivity to or exposure to pool or spa chemicals or contaminants.*"
disodium phosphate,disodium phosphate,0.99,disodium phosphate,Mekinist,TRAMETINIB,Novartis Pharmaceuticals Corporation,,4,2,15,1,Warnings: For external use only,7 DRUG INTERACTIONS MEKINIST is indicated for use in combination with dabrafenib,6 ADVERSE REACTIONS The following clinically significant adverse reactions are described elsewhere in the labeling: New Primary Malignancies [see Warnings and Precautions ( 5.1)] Hemorrhage [see Warnings and Precautions (5.2)] Colitis and Gastrointestinal Perforation [see Warnings and Precautions (5,Directions: Acne Clearing Cleanser Acne Clearing Tonic Acne Clearing Treatment 101
disodium undecylenamido measulfosuccinate,disodium undecylenamidomethanesulfonate,0.99,disodium undecylenamidomethanesulfonate,Balsalazide Disodium | Pemetrexed | Prostate,"BALSALAZIDE DISODIUM | PEMETREXED DISODIUM | PETROSELINUM SATIVUM, POPULUS TREMULOIDES, SABAL SERRULATA, CHIMAPHILA UMBELLATA, ADENOSINUM TRIPHOSPHORICUM DINATRUM, EQUOL, KREOSOTUM, NADIDUM, TESTOSTERONE, PROSTATE (SUIS), SUCCINICUM ACIDUM, HEPAR SULPHURIS CALCAREUM, CONIUM MACULATUM, PROTEUS (MIRABILIS), PROTEUS (VULGARIS)","Deseret Biologicals, Inc. | Golden State Medical Supply, Inc. | Ingenus Pharmaceuticals, LLC",,4,8,10,4,WARNINGS: Keep out of reach of children,7 DRUG INTERACTIONS Nephrotoxic Agents including NSAIDs : Increased risk of nephrotoxicity; monitor for changes in renal function and mesalamine-related adverse reactions,6 ADVERSE REACTIONS The following clinically significant adverse reactions are described elsewhere in labeling: Renal Impairment [see Warnings and Precautions ( 5.1 )] Mesalamine-Induced Acute Intolerance Syndrome [see Warnings and Precautions ( 5.2 )] Hypersensitivity Reactions [see Warnings and Pr,1 INDICATIONS AND USAGE Balsalazide disodium capsules are indicated for the treatment of mildly to moderately active ulcerative colitis in patients 5 years of age and older
divalproex sodium,valproate,0.99,valproate,Valproate Sodium,VALPROATE SODIUM,"Fresenius Kabi USA, LLC | Hikma Pharmaceuticals USA Inc. | Sagent Pharmaceuticals",,0,10,15,5,,7 DRUG INTERACTIONS,6 ADVERSE REACTIONS The following serious adverse reactions are described below and elsewhere in the labeling:,1 INDICATIONS AND USAGE Valproate sodium injection is indicated as an intravenous alternative in patients in whom oral administration of valproate products is temporarily not feasible in the following conditions:
dmdm,dmdm hydantoin,0.95,dmdm hydantoin,Naproxen | Suds High Foaming Antiseptic Hand and Body Wash,CHLOROXYLENOL | NAPROXEN,"A-S Medication Solutions | Pro chem, Inc.",,4,10,15,5,Warnings: For external use only-hands,7 DRUG INTERACTIONS See Table 1 for clinically significant drug interactions with naproxen,6 ADVERSE REACTIONS The following adverse reactions are discussed in greater detail in other sections of the labeling:,1 INDICATIONS AND USAGE Naproxen tablets and naproxen sodium tablets are indicated for: the relief of the signs and symptoms of:
dmdm hydantoin,dmdm hydantoin,0.99,dmdm hydantoin,Naproxen | Suds High Foaming Antiseptic Hand and Body Wash,CHLOROXYLENOL | NAPROXEN,"A-S Medication Solutions | Pro chem, Inc.",,4,10,15,5,Warnings: For external use only-hands,7 DRUG INTERACTIONS See Table 1 for clinically significant drug interactions with naproxen,6 ADVERSE REACTIONS The following adverse reactions are discussed in greater detail in other sections of the labeling:,1 INDICATIONS AND USAGE Naproxen tablets and naproxen sodium tablets are indicated for: the relief of the signs and symptoms of:
dobutamine,dobutamine,0.95,dobutamine,DOBUTAMINE IN DEXTROSE | Dobutamine | Dobutamine Hydrochloride in Dextrose,DOBUTAMINE | DOBUTAMINE HYDROCHLORIDE | DOBUTAMINE IN DEXTROSE,"Baxter Healthcare Corporation | HF Acquisition Co. LLC, DBA HealthFirst | Hikma Pharmaceuticals USA Inc.",,10,2,12,5,"Increase in Heart Rate or Blood Pressure Dobutamine hydrochloride may cause a marked increase in heart rate or blood pressure, especially systolic pressure","Drug Interactions There was no evidence of drug interactions in clinical studies in which dobutamine was administered concurrently with other drugs, including digitalis preparations, furosemide, spironolactone, lidocaine, glyceryl trinitrate, isosorbide dinitrate, morphine, atropine, heparin, protam","Increased Heart Rate, Blood Pressure, and Ventricular Ectopic Activity: A 10","Dobutamine in 5% Dextrose Injection, USP is indicated when parenteral therapy is necessary for inotropic support in the short-term treatment of patients with cardiac decompensation due to depressed contractility resulting either from organic heart disease or from cardiac surgical procedures"
docetaxel,docetaxel,0.95,docetaxel,Docetaxel,DOCETAXEL | DOCETAXEL ANHYDROUS,"Armas Pharmaceuticals Inc. | Baxter Healthcare Corporation | Hospira, Inc.",,0,7,15,5,,7 DRUG INTERACTIONS Docetaxel is a CYP3A4 substrate,6 ADVERSE REACTIONS The most serious adverse reactions from docetaxel are:,1 INDICATIONS AND USAGE Docetaxel Injection is a microtubule inhibitor indicated for:
docosahexaenoic acid,docosahexaenoic acid,0.99,docosahexaenoic acid,Prenate Pixie,"ASCORBIC ACID, BIOTIN, CHOLECALCIFEROL, CYANOCOBALAMIN, LEVOMEFOLATE CALCIUM, FOLIC ACID, FERROUS ASPARTO GLYCINATE, POTASSIUM IODIDE, PYRIDOXINE HYDROCHLORIDE, .ALPHA.-TOCOPHEROL ACETATE, DL-, DOCOSAHEXAENOIC ACID, AND BLUEBERRY","Avion Pharmaceuticals, LLC",,0,0,1,1,,,ADVERSE REACTIONS: Allergic sensitization has been reported following both oral and parenteral administration of folic acid,INDICATIONS: PRENATE PIXIE ® is a multivitamin/multimineral fatty acid dietary supplement indicated for use in improving the nutritional status of women throughout pregnancy and in the postnatal period for both lactating and nonlactating mothers
docosanol,docosanol,0.99,docosanol,Cold Sore Fever Blister Treatment | Docosanol | Julie Cold Sore Treatment,DOCOSANOL,AAFES/Your Military Exchanges | Julie Products Inc | The Kroger Co.,,3,0,0,1,Warnings Allergy Alert: This product may cause a severe allergic reaction,,,"Uses treats cold sores/fever blisters on the face or lips shortens healing time and duration of symptoms: tingling, pain, burning, and/or itching"
docusate,docusate,0.99,docusate,Docusate sodium | SENNA-S | Stool Softener Laxative,"DOCUSATE SODIUM | SENNA AND DOCUSATE SODIUM TABLETS, 8.6 MG AND 50 MG","APNAR PHARMA LP | CVS PHARMACY, INC | HealthLife of USA LLC",,5,0,0,1,"Warnings Do not use if you are now taking mineral oil, unless directed by a doctor laxative products for longer than 1 week unless directed by a doctor Ask a doctor before use if you have stomach pain nausea vomiting noticed a sudden change in bowel habits that lasts over 2 weeks Stop use and ask a ",,,Uses relieves occasional constipation (irregularity) generally produces bowel movement in 6-12 hours
docusate sodium,docusate,0.99,docusate,Docusate sodium | SENNA-S | Stool Softener Laxative,"DOCUSATE SODIUM | SENNA AND DOCUSATE SODIUM TABLETS, 8.6 MG AND 50 MG","APNAR PHARMA LP | CVS PHARMACY, INC | HealthLife of USA LLC",,5,0,0,1,"Warnings Do not use if you are now taking mineral oil, unless directed by a doctor laxative products for longer than 1 week unless directed by a doctor Ask a doctor before use if you have stomach pain nausea vomiting noticed a sudden change in bowel habits that lasts over 2 weeks Stop use and ask a ",,,Uses relieves occasional constipation (irregularity) generally produces bowel movement in 6-12 hours
dolutegravir,dolutegravir,1.0,dolutegravir,Tivicay | Tivicay PD | Triumeq | Triumeq PD,"ABACAVIR SULFATE, DOLUTEGRAVIR SODIUM, LAMIVUDINE | DOLUTEGRAVIR SODIUM",ST. MARY'S MEDICAL PARK PHARMACY | ViiV Healthcare Company,,0,10,14,5,,7 DRUG INTERACTIONS Coadministration of TRIUMEQ or TRIUMEQ PD with other drugs can alter the concentration of other drugs and other drugs may alter the concentrations of TRIUMEQ or TRIUMEQ PD,6 ADVERSE REACTIONS The following adverse reactions are discussed in other sections of the labeling:,1 INDICATIONS AND USAGE TRIUMEQ and TRIUMEQ PD are indicated for the treatment of HIV-1 infection in adults and in pediatric patients aged at least 3 months and weighing at least 6 kg
domiphen bromide,domiphen bromide,0.95,domiphen bromide,Methocarbamol,METHOCARBAMOL,Proficient Rx LP,,6,3,1,3,"WARNINGS Since methocarbamol may possess a general CNS depressant effect, patients receiving Methocarbamol tablets, USP should be cautioned about combined effects with alcohol and other CNS depressants",Drug interactions See Warnings and Precautions for interaction with CNS drugs and alcohol,"ADVERSE REACTIONS Adverse reactions reported coincident with the administration of methocarbamol include: Body as a whole: Anaphylactic reaction, angioneurotic edema, fever, headache Cardiovascular system: Bradycardia, flushing, hypotension, syncope, thrombophlebitis Digestive system: Dyspepsia, jau","INDICATIONS AND USAGE Methocarbamol tablets, USP are indicated as an adjunct to rest, physical therapy, and other measures for the relief of discomfort associated with acute, painful musculoskeletal conditions"
